StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q110,att_1,att_2,comp_1,comp_2,auto_1,resp_software1_10,resp_human1_10,liable_firm1_1,liable_human1_1,liab_text1,comp_3,co_1,resp_software2_10,resp_human2_10,liab_firm2_1,liab_human2_1,liab_text2,comp_4,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID
2023-08-13 18:02:20,2023-08-13 18:12:46,0,73.113.133.123,100,625,1,2023-08-13 18:12:46,R_3EXPlnzYUhQmlDi,,,,,36.0869,-84.1897,anonymous,EN,1,5f481f0a4810bc2d025c56f4,2,2,2,4,6,60,60,60,60,"I would say both the company and the driver have some responsibility for the accident.  Aeon, because they sell a self-driving car that can fail to recognize a traffic sign, which is a vitally important part of driving.  The human driver because it is their property, the car would not be there to hit the other car without them.  I think if you have a self-driving car you have to be willing to accept responsibility for what it does.",2,,,,,,,,1,,3,,46,4,,1,50,5f481f0a4810bc2d025c56f4
2023-08-13 18:10:45,2023-08-13 18:12:48,0,35.145.52.109,100,122,1,2023-08-13 18:12:49,R_20NZk7z0693MlCQ,,,,,28.5727,-80.8206,anonymous,EN,1,5a5da588f6c51700019527c4,2,2,2,3,6,100,0,100,0,The human is not driving,2,,,,,,,,1,,1,,33,4,,1,50,5a5da588f6c51700019527c4
2023-08-13 18:07:49,2023-08-13 18:12:55,0,67.172.22.231,100,306,1,2023-08-13 18:12:56,R_ZjUfdpviadsjGfL,,,,,39.652,-79.9444,anonymous,EN,1,645c5a482a73b6404b464cf4,2,2,2,4,2,63,50,62,50,"Calling a system autopilot seems like the car can drive itself. So if a driver relies on the auto pilots and it fails, the company should be liability. ",2,,,,,,,,1,,3,,48,4,,1,62,645c5a482a73b6404b464cf4
2023-08-13 18:04:39,2023-08-13 18:12:58,0,204.111.129.158,100,498,1,2023-08-13 18:12:58,R_5BVJIy7YnLs5WBH,,,,,37.3053,-79.9252,anonymous,EN,1,615c9083ffc1ce3be0325609,2,2,2,4,4,40,60,40,60,"The driver should still be aware of their surroundings even if they're not the ones doing the driving ",2,,,,,,,,1,,4,,35,3,,2,34,615c9083ffc1ce3be0325609
2023-08-13 18:08:27,2023-08-13 18:13:05,0,68.129.163.86,100,277,1,2023-08-13 18:13:05,R_2w44onCd0aXimBu,,,,,41.0841,-73.8397,anonymous,EN,1,5f8f05773fdd230f04057241,2,2,2,4,2,30,100,30,100,I feel that automated cars should not have full responsibility in getting people to and from a location safely.  I feel the person or people in the vehicle still have the responsibility to take over a situation if it appears the vehicle itself may cause an accident or damage.,2,,,,,,,,2,,3,,50,1,,1,30,5f8f05773fdd230f04057241
2023-08-13 18:04:49,2023-08-13 18:13:08,0,24.146.228.214,100,499,1,2023-08-13 18:13:09,R_2w01hysak5QeQam,,,,,40.8731,-73.8726,anonymous,EN,1,5df667847adf4b467599782d,2,2,1,2,,,,,,,,4,60,94,75,78,"human driver because he should paying attention. ",2,1,,1,,25,1,,2,33,5df667847adf4b467599782d
2023-08-13 18:07:58,2023-08-13 18:13:09,0,172.59.168.225,100,311,1,2023-08-13 18:13:10,R_vco9OlyUrOvJ1qF,,,,,38.5753,-90.2651,anonymous,EN,1,6116f60ae8f48f7d1244e8d3,2,2,2,4,5,72,65,63,77,"The system didn’t notice or react to the stop sign. Had the system reacted, the accident  would not have happened. I also wouldn’t have personally trusted the auto system to react though, so I think the human should still be paying attention as well. They are both equally responsible, in my opinion. ",2,,,,,,,,2,,3,,23,3,,2,6,6116f60ae8f48f7d1244e8d3
2023-08-13 18:07:09,2023-08-13 18:13:19,0,208.38.246.6,100,370,1,2023-08-13 18:13:19,R_3q8rBbszxELSLqm,,,,,40.0365,-86.1339,anonymous,EN,1,63eaf87bf5b4f1112349ffa7,2,2,2,4,,,,,,,,4,37,100,35,100,"Driver's attention should never be diverted from the road, regardless of driver assist. ",1,1,,3,,37,4,,1,40,63eaf87bf5b4f1112349ffa7
2023-08-13 18:09:42,2023-08-13 18:13:21,0,24.63.125.142,100,219,1,2023-08-13 18:13:22,R_1CHoVxbNylefxl7,,,,,41.9137,-70.6393,anonymous,EN,1,60b8dd28e9f78b2a7226bf32,2,2,1,4,,,,,,,,2,92,100,90,100,"The driver is still the one who is operating the vehicle and therefore Carrie’s most of the burden ",1,2,,3,,38,4,,1,30,60b8dd28e9f78b2a7226bf32
2023-08-13 18:08:11,2023-08-13 18:13:34,0,99.105.80.78,100,322,1,2023-08-13 18:13:34,R_3F5v9OJpzFNWVH5,,,,,41.3847,-81.7982,anonymous,EN,1,5687bbe7369319000c269af0,2,2,2,2,6,100,50,100,50,"Aeon is responsible because the man was not driving the vehicle. ",2,,,,,,,,2,,3,,72,4,,1,50,5687bbe7369319000c269af0
2023-08-13 18:05:08,2023-08-13 18:13:35,0,47.218.209.196,100,507,1,2023-08-13 18:13:36,R_1kLkLPqX4EKIk0p,,,,,30.6032,-96.3136,anonymous,EN,1,5bd53a8f46e2010001a12adb,2,2,2,4,,,,,,,,4,0,100,0,100,"I think ultimately the human is fully responsible because if they had been giving 100% focus while driving, the accident would not have happened. We cannot rely on technology to know every road or respond correctly every time.",1,2,,3,,27,3,,1,8,5bd53a8f46e2010001a12adb
2023-08-13 18:09:42,2023-08-13 18:13:47,0,136.36.227.247,100,245,1,2023-08-13 18:13:47,R_TwmzVN6g1aDHg0F,,,,,40.6982,-111.841,anonymous,EN,1,5e5c9623d3e2d3475fea5cff,2,2,1,4,,,,,,,,3,47,80,49,81,It is a copilot not full time driver so the human needs to still be prepared. It's a close one but I still go with human error.,1,1,,3,,50,4,,1,61,5e5c9623d3e2d3475fea5cff
2023-08-13 18:09:47,2023-08-13 18:13:50,0,174.251.65.141,100,242,1,2023-08-13 18:13:50,R_1jfH6tI05vq8loO,,,,,40.7503,-74.0014,anonymous,EN,1,5d48f454fb0ce0001a050283,2,2,2,4,,,,,,,,4,95,27,90,49,"The company who designed and advertised its abilities should be  held responsible ",2,2,,3,,45,5,,1,12,5d48f454fb0ce0001a050283
2023-08-13 18:06:23,2023-08-13 18:14:01,0,73.222.232.27,100,458,1,2023-08-13 18:14:02,R_2R2pyo09WuUoyRI,,,,,37.6736,-122.0944,anonymous,EN,1,600082b19be45e126a2f2b89,2,2,1,4,4,70,90,60,90,"I think there is blame both ways. In the end the human is the one ""driving"" the car and should still be aware of what is happening. The company can only code or program the car to do so much right now and there is still margin for error.",2,,,,,,,,1,,2,,36,2,,1,40,600082b19be45e126a2f2b89
2023-08-13 18:06:59,2023-08-13 18:14:02,0,50.29.138.170,100,422,1,2023-08-13 18:14:02,R_1OwqxXsnInccFhX,,,,,41.1849,-75.386,anonymous,EN,1,5c885c2fa01a2400164bb3b4,2,2,2,4,2,80,60,80,60,"If the human driver bought the car thinking it was going to drive him safely to place while following normal traffic signs, such as a STOP sign, then it's more of the company's fault for not holding its end of the ""deal"" when the car was bought. ",2,,,,,,,,2,,3,,31,5,,1,30,5c885c2fa01a2400164bb3b4
2023-08-13 18:00:49,2023-08-13 18:14:15,0,166.181.84.86,100,806,1,2023-08-13 18:14:16,R_UQRBDDHqyCCNjzz,,,,,41.6021,-93.6124,anonymous,EN,1,628eab48a8c8dc1ecec338dd,2,2,2,4,,,,,,,,4,9,100,9,100,I don't think that anyone should trust any type of autopilot driving.  They are very dangerous and not ready to be on the road.  The human should be paying attention to the road.,1,1,,3,,29,4,,1,37,628eab48a8c8dc1ecec338dd
2023-08-13 18:11:05,2023-08-13 18:14:15,0,68.73.200.93,100,190,1,2023-08-13 18:14:16,R_qLxxE8hkRtHnuLf,,,,,35.3084,-81.0256,anonymous,EN,1,6337b9604370dd57643b81a0,2,2,2,4,,,,,,,,5,0,100,0,100,"Because it has been proven that the person driving the car will always be liable. ",1,1,,3,,32,4,,1,76,6337b9604370dd57643b81a0
2023-08-13 18:10:41,2023-08-13 18:14:16,0,174.84.72.144,100,214,1,2023-08-13 18:14:17,R_21nC2gZaK7PWKhU,,,,,42.9468,-83.817,anonymous,EN,1,55c6bd08fdf99b7ba403d54f,2,2,2,4,5,95,67,95,67,"The human was using the autopilot system which went through the stop sign. Maybe he should have been able to override it, but it was still the system that was driving at the time of the accident. ",2,,,,,,,,1,,3,,47,4,,1,29,55c6bd08fdf99b7ba403d54f
2023-08-13 18:11:36,2023-08-13 18:14:17,0,24.153.119.219,100,161,1,2023-08-13 18:14:18,R_2dsB1CEZQf5D4E1,,,,,39.6343,-77.7337,anonymous,EN,1,5f9fb315ae6f085ff96c0cac,2,2,2,4,3,88,81,75,100,"Aeon shouldn't be promoting self driving unless it is incredibly accurate. But also, human drivers shouldn't be relying on it. ",2,,,,,,,,1,,3,,31,3,,1,38,5f9fb315ae6f085ff96c0cac
2023-08-13 18:05:17,2023-08-13 18:14:42,0,50.29.249.63,100,564,1,2023-08-13 18:14:42,R_3PbfaIHrwuFI2Mj,,,,,40.9524,-76.0457,anonymous,EN,1,5df5767076c03b3e5a958413,2,2,2,4,5,92,81,92,81,"Aeon is more responsible because if you say you're autopilot, people are going to let their guard down.
",2,,,,,,,,2,,3,,32,4,,1,13,5df5767076c03b3e5a958413
2023-08-13 18:09:03,2023-08-13 18:14:46,0,67.252.37.142,100,343,1,2023-08-13 18:14:47,R_2VdVB3V5LdPoyAW,,,,,42.9135,-78.889,anonymous,EN,1,59e62b6277860e0001512e14,2,2,2,4,6,60,91,40,80,The human driver is more liable because they neglected the control of the car because of a phone call.,3,,,,,,,,1,,4,,69,4,,1,66,59e62b6277860e0001512e14
2023-08-13 18:11:23,2023-08-13 18:14:48,0,73.240.183.117,100,204,1,2023-08-13 18:14:49,R_1QKpMaBifjjkIA9,,,,,45.6652,-122.5215,anonymous,EN,1,6314071bdf9a000f574ef600,2,2,2,4,5,26,100,31,100,"The human driver cannot fully rely on automation, and they were distracted. If he was paying attention, the vehicle would have stopped.",2,,,,,,,,1,,3,,34,4,,1,60,6314071bdf9a000f574ef600
2023-08-13 18:08:52,2023-08-13 18:14:48,0,71.237.194.176,100,356,1,2023-08-13 18:14:49,R_2xAl3sanVX6d0Jz,,,,,45.4972,-122.6937,anonymous,EN,1,5e30dc949b1c9a0e5c6e3b4c,2,2,2,4,,,,,,,,5,100,0,100,0,"The company because the company is the one driving, not the human.",1,2,,1,,26,3,,1,60,5e30dc949b1c9a0e5c6e3b4c
2023-08-13 18:09:54,2023-08-13 18:15:07,0,69.255.158.208,100,313,1,2023-08-13 18:15:08,R_1IDVDTPcJkwkCe2,,,,,38.3523,-75.5386,anonymous,EN,1,60f8d9621d5d71645a1cd5a7,2,2,2,4,,,,,,,,5,86,75,84,91,I think that until proper vetting and laws are changed that the human will be held responsible.,1,1,,3,,42,5,,1,68,60f8d9621d5d71645a1cd5a7
2023-08-13 18:06:42,2023-08-13 18:15:17,0,76.226.173.119,100,514,1,2023-08-13 18:15:17,R_2aK25uYVxXK86pX,,,,,30.1012,-92.0112,anonymous,EN,1,6063c0f31b718b3623f66303,2,2,2,4,5,0,100,0,100,the driver should still be in control.  it is the drivers care and his responsiblity for the driving,3,,,,,,,,2,,3,,53,2,,1,81,6063c0f31b718b3623f66303
2023-08-13 18:07:15,2023-08-13 18:15:17,0,172.58.242.243,100,482,1,2023-08-13 18:15:17,R_1H6JanEhVm59jWy,,,,,39.2889,-76.623,anonymous,EN,1,5d863f244d401800016ece02,2,2,2,4,,,,,,,,3,75,25,75,25,Aeon is responsible because the vehicle they likely promoted as self-driving and safe made the driver feel comfortable looking down the way they did. It's the company's fault.,1,1,,1,,28,3,,1,23,5d863f244d401800016ece02
2023-08-13 18:10:14,2023-08-13 18:15:18,0,73.210.89.170,100,304,1,2023-08-13 18:15:19,R_2xE26dC4QpgvYW1,,,,,40.7122,-89.6283,anonymous,EN,1,5e649c198b69732234df7db8,2,2,2,4,,,,,,,,2,100,10,100,10,"You are trying to provide the very thing the human is normally doing himself/herself, so since you convinced the person to rely on your software and it IS the co-pilot, since the human didn't see the stop sign, the co-pilot 100% failed the human.",2,2,,3,,56,8,Associates Degree,1,60,5e649c198b69732234df7db8
2023-08-13 18:12:20,2023-08-13 18:15:20,0,166.199.152.52,100,180,1,2023-08-13 18:15:21,R_1cXPeyNgP9THiBE,,,,,41.8502,-87.6736,anonymous,EN,1,5fecc7dba53c57e979fd4751,2,2,2,4,,,,,,,,3,50,50,49,50,I think both are equally to blame for the accident.,2,1,,3,,31,3,,1,50,5fecc7dba53c57e979fd4751
2023-08-13 18:03:24,2023-08-13 18:15:23,0,23.122.220.153,100,719,1,2023-08-13 18:15:24,R_3MzB6VRlBN8Qw9y,,,,,42.229,-84.4132,anonymous,EN,1,60824b4a1fcc29512c4ad507,2,2,1,3,,,,,,,,4,55,71,74,71,"I think they both are responsible because even when having different tasks both should be aware of what’s on the road and in what direction you are heading ",1,2,,3,,38,1,,1,14,60824b4a1fcc29512c4ad507
2023-08-13 18:12:01,2023-08-13 18:15:30,0,107.204.169.79,100,209,1,2023-08-13 18:15:31,R_2RPRVWSTZqUv43H,,,,,37.5731,-122.0539,anonymous,EN,1,588179398927560001475b3c,2,2,2,4,3,71,71,70,91,"Depends on what sort of official statements Aeon makes regarding its self-driving capabilities, but in general, the human driver is liable for not ultimately ensuring vehicle safety.",2,,,,,,,,1,,2,,26,4,,1,29,588179398927560001475b3c
2023-08-13 18:12:20,2023-08-13 18:15:43,0,99.32.188.232,100,203,1,2023-08-13 18:15:43,R_0PSykJgg6UCM3cJ,,,,,33.7667,-84.3363,anonymous,EN,1,62ec557954bc435fb9b35517,2,2,2,4,6,50,70,71,81,"The human should be paying attention at all times, the autopilot system should always recognize a stop sign",2,,,,,,,,1,,3,,58,4,,1,50,62ec557954bc435fb9b35517
2023-08-13 18:11:06,2023-08-13 18:15:51,0,45.48.232.11,100,284,1,2023-08-13 18:15:52,R_3IPOE1at9bx3akO,,,,,34.074,-118.2611,anonymous,EN,1,5eea479c14742d0ad3e11468,2,2,2,4,6,50,50,50,50,They are both liable. The driver was distracted and if the autopilot is supposed to understand stops but didnt then it is at fault as well.,2,,,,,,,,1,,4,,34,4,,1,72,5eea479c14742d0ad3e11468
2023-08-13 18:09:32,2023-08-13 18:15:54,0,174.99.15.169,100,381,1,2023-08-13 18:15:54,R_AiCKdie2CUOKuMV,,,,,35.7614,-78.6015,anonymous,EN,1,5e9409cd1dabe7246810c3b6,2,2,2,4,6,50,50,51,51,I think if the driver had any control at all he's half responsible,2,,,,,,,,2,,1,,55,3,,1,50,5e9409cd1dabe7246810c3b6
2023-08-13 18:10:37,2023-08-13 18:15:57,0,67.60.233.78,100,319,1,2023-08-13 18:15:57,R_reU4FAZzFF4mmRz,,,,,43.5441,-116.5662,anonymous,EN,1,5c511ead2423780001086a92,2,2,2,4,,,,,,,,3,84,47,77,29,I think anytime AI is supposed to be a fail safe that Aeon should be held responsible or why even use AI to begin with?,2,2,,2,,48,4,,1,24,5c511ead2423780001086a92
2023-08-13 18:12:08,2023-08-13 18:16:00,0,73.132.249.85,100,232,1,2023-08-13 18:16:01,R_UXXnHLtB3qgDmi5,,,,,39.0488,-76.8343,anonymous,EN,1,6107acfe97c63575a2344e36,2,2,2,4,,,,,,,,6,72,93,55,80,"I believe the human driver is more liable for the accident because he was partly in control and chose to actively not pay attention ",1,2,,1,,25,1,,2,29,6107acfe97c63575a2344e36
2023-08-13 18:11:29,2023-08-13 18:16:14,0,24.210.225.64,100,284,1,2023-08-13 18:16:14,R_3Jn6uo3KMAlD6FK,,,,,41.0972,-81.4219,anonymous,EN,1,62bd2a704c56e669cce7ce56,2,2,2,4,2,45,65,50,90,"I think that the human is still responsible for using the car responsibly, and he didn't notice the stop sign.",2,,,,,,,,1,,3,,33,1,,1,60,62bd2a704c56e669cce7ce56
2023-08-13 18:06:55,2023-08-13 18:16:14,0,73.132.136.19,100,558,1,2023-08-13 18:16:14,R_6lBJdOgJv5xW3Dz,,,,,39.372,-78.0231,anonymous,EN,1,63912bc77f97cd9177f8e2ff,2,2,1,2,,,,,,,,4,100,49,100,53,The company is liable for the accident because of the auto drive feature.,1,2,,1,,50,4,,1,13,63912bc77f97cd9177f8e2ff
2023-08-13 18:12:55,2023-08-13 18:16:14,0,73.151.232.239,100,198,1,2023-08-13 18:16:14,R_21vJ9bKnXDOti58,,,,,37.6752,-120.9465,anonymous,EN,1,5dda6f4e82569a9cea908bb2,2,2,2,4,,,,,,,,2,30,60,60,60,Both should be liable. The company for the malfunction in the system while the user for not controlling the system and making prompt judgment.,1,1,,2,,26,4,,1,20,5dda6f4e82569a9cea908bb2
2023-08-13 18:12:39,2023-08-13 18:16:32,0,75.130.229.44,100,233,1,2023-08-13 18:16:33,R_ZmBt9GSWi4xpx2V,,,,,42.0521,-71.8486,anonymous,EN,1,611c0d61a38abf530e8119a3,1,2,2,1,,,,,,,,4,0,100,0,100,"the human driver is liable for the accident because it's the drivers responsibility to pay attention while driving, including stopping at stop signs. not relying on the veicles technology ",1,2,,3,,20,3,,1,20,611c0d61a38abf530e8119a3
2023-08-13 18:13:21,2023-08-13 18:16:52,0,96.232.250.213,100,211,1,2023-08-13 18:16:53,R_1LHxlYychwljcMJ,,,,,40.8703,-73.8525,anonymous,EN,1,63d672fd60ac772cd04cc33b,2,2,2,4,4,84,79,100,7,i think its both the company fault for providing a faulty car  or service and i think its the humans fault for using the car,3,,,,,,,,1,,1,,34,3,,1,3,63d672fd60ac772cd04cc33b
2023-08-13 18:12:15,2023-08-13 18:16:57,0,70.171.5.125,100,281,1,2023-08-13 18:16:57,R_1ibwOBfeTCLy501,,,,,29.6467,-82.3284,anonymous,EN,1,60ff1b2cedc7b97b8544a10f,2,2,2,4,6,20,80,40,60,The human should still be paying attention but if it's a self driving car it should be able to stop at a stop sign and if it doesn't that's a malfunction.,2,,,,,,,,2,,3,,21,3,,1,51,60ff1b2cedc7b97b8544a10f
2023-08-13 18:12:39,2023-08-13 18:17:00,0,104.49.83.113,100,260,1,2023-08-13 18:17:01,R_NUpP06gqCoRRYqt,,,,,39.7645,-84.1943,anonymous,EN,1,60fcd868a7648e1df6bd0646,2,2,2,4,4,40,80,60,81,"i think that the company is liable to some degree, because they make claims that the self driving system can monitor the driving environment. however, i think that driving in general can be unpredictable and that a human should always have the final determination over and some form of control over the actions that happen in the car. in this specific scenario (stop sign), the driver still should have been vigilant ",3,,,,,,,,2,,3,,29,4,,1,11,60fcd868a7648e1df6bd0646
2023-08-13 18:13:06,2023-08-13 18:17:04,0,173.79.173.129,100,237,1,2023-08-13 18:17:04,R_2UfSCCdZmfVR0IA,,,,,39.0503,-77.3909,anonymous,EN,1,62aa28c1027ae7d68ef3571c,2,2,2,4,4,80,70,85,70,"I think the company is more liable because they’re the ones who made the product and made consumers believe that the vehicle could safely drive itself. ",2,,,,,,,,2,,3,,21,3,,2,20,62aa28c1027ae7d68ef3571c
2023-08-13 18:12:55,2023-08-13 18:17:04,0,76.97.188.67,100,249,1,2023-08-13 18:17:04,R_3PT7cri1sEPxoUj,,,,,33.792,-84.2049,anonymous,EN,1,616426c9ef325b5dd26f7d8e,2,2,2,4,5,40,100,40,90,I think the human is more liable because Aeon's AV technology can't imitate human like responses yet. The human driver has to monitor the car regardless of the autopilot.,2,,,,,,,,2,,1,,29,5,,1,70,616426c9ef325b5dd26f7d8e
2023-08-13 18:05:10,2023-08-13 18:17:08,0,70.187.57.217,100,717,1,2023-08-13 18:17:08,R_30jUK9jFBm0QKku,,,,,30.4236,-87.2261,anonymous,EN,1,572bcf0d34b25a000edd2cf1,2,2,2,4,4,30,71,30,70,I think the human driver is more responsible as the human can make on the spot decisions and should be paying close attention to the driving environment so they can spot any potential problems,2,,,,,,,,1,,3,,36,4,,1,10,572bcf0d34b25a000edd2cf1
2023-08-13 18:10:31,2023-08-13 18:17:17,0,73.210.243.215,100,405,1,2023-08-13 18:17:17,R_25Kjuo8CTzEuBIs,,,,,41.8482,-87.6521,anonymous,EN,1,5f17553ce0feb10c3dd2b16a,2,2,2,4,3,95,39,99,55,I think the company is more liable for this accident because it should have designed the vehicle in such a way that stationary objects like stop signs could not be missed or ignored under any circumstances,2,,,,,,,,2,,3,,52,4,,2,65,5f17553ce0feb10c3dd2b16a
2023-08-13 18:13:54,2023-08-13 18:17:37,0,24.183.68.64,100,222,1,2023-08-13 18:17:37,R_3IxDJBBGRKBMkbT,,,,,43.9001,-91.2276,anonymous,EN,1,57b560e4a18afd00013e0579,2,2,2,4,,,,,,,,6,0,100,0,100,The human should always be the responsible one.  The human sees things and should notice things that the company would not.,2,2,,3,,48,4,,1,0,57b560e4a18afd00013e0579
2023-08-13 18:15:04,2023-08-13 18:17:37,0,173.230.62.105,100,152,1,2023-08-13 18:17:37,R_73BDRY92ZG9O5e9,,,,,39.772,-86.157,anonymous,EN,1,610f1330bd2b8d230c26c63f,2,2,1,2,,,,,,,,4,95,98,11,96,The human driver is more liable because they should still be a competent driver themselves that pays attention to the road.,1,1,,2,,21,3,,1,62,610f1330bd2b8d230c26c63f
2023-08-13 18:11:46,2023-08-13 18:17:45,0,99.111.166.84,100,358,1,2023-08-13 18:17:46,R_7R4ko7LZ88uC0dH,,,,,29.4213,-98.5313,anonymous,EN,1,61118d13dd195d72acb75959,2,2,2,4,5,0,100,0,100,"A human in a car, behind the wheel/in the driver's seat, is ultimately responsible for the course of the car. There should always be some sort of human override where a human can hit the breaks- life is not ever worth looking at your texts. ",2,,,,,,,,2,,3,,40,5,,1,20,61118d13dd195d72acb75959
2023-08-13 18:14:26,2023-08-13 18:17:53,0,73.112.190.99,100,207,1,2023-08-13 18:17:54,R_3lK7PVMN2GqR7Q5,,,,,39.8417,-75.0281,anonymous,EN,1,5efe6daf6a2551378201893e,2,2,2,4,6,100,100,100,100,both are equally at fault here.,2,,,,,,,,1,,3,,52,3,,1,29,5efe6daf6a2551378201893e
2023-08-13 18:15:03,2023-08-13 18:18:03,0,71.82.216.49,100,179,1,2023-08-13 18:18:04,R_XzjjqE4vF6leLZv,,,,,43.2971,-89.7457,anonymous,EN,1,63e5334264ff5103fda84884,2,2,2,4,,,,,,,,5,20,100,40,100,The human is more liable since they are the one in control. Really depends on how the car was advertised to the consumer to determine Aeons level of responsibility.,2,1,,3,,32,1,,1,80,63e5334264ff5103fda84884
2023-08-13 18:15:25,2023-08-13 18:18:06,0,69.201.67.65,100,160,1,2023-08-13 18:18:06,R_3EYXqt4AAe1Q1ni,,,,,43.0842,-75.2287,anonymous,EN,1,5f9b6cc0e01ad13902b38f60,2,2,2,4,,,,,,,,4,100,100,89,100,I think they are equally liable and both should be sued.,1,1,,3,,57,7,,1,40,5f9b6cc0e01ad13902b38f60
2023-08-13 18:14:10,2023-08-13 18:18:11,0,67.23.154.243,100,241,1,2023-08-13 18:18:12,R_1LTI1dcZbiFnUpe,,,,,41.039,-81.7381,anonymous,EN,1,6115b151e995a87857689547,2,2,2,4,5,50,60,90,50,"If the car was on autopilot, the company should be more liable for the accident. Although they take a majority of the blame, the human driver should not be looking down on their phone while approaching a stop sign. ",3,,,,,,,,2,,3,,21,1,,1,25,6115b151e995a87857689547
2023-08-13 18:14:11,2023-08-13 18:18:13,0,68.99.130.182,100,241,1,2023-08-13 18:18:13,R_1obQwQEou5HvtHc,,,,,33.6338,-112.2066,anonymous,EN,1,63d98dcfa03c130e4599a907,2,2,2,4,6,80,100,80,100,"The human driver is more responsible as no one should be texting while driving in the first place. However, the company bears a portion of the blame due to the failure of their auto pilot system.",2,,,,,,,,1,,2,,26,4,,1,35,63d98dcfa03c130e4599a907
2023-08-13 18:13:47,2023-08-13 18:18:16,0,174.202.70.29,100,268,1,2023-08-13 18:18:16,R_XhUJ8HrbdbvJ3vb,,,,,39.7536,-86.1935,anonymous,EN,1,62cdd40d1b2793efe13fd204,2,2,2,2,,,,,,,,4,68,58,72,68,Because the driver should have been paying more attention and not been able to control the situation.,1,2,,3,,33,1,,2,21,62cdd40d1b2793efe13fd204
2023-08-13 18:15:01,2023-08-13 18:18:18,0,68.99.125.147,100,197,1,2023-08-13 18:18:18,R_3kwgNqtIzfF183D,,,,,34.4353,-119.6158,anonymous,EN,1,60fe1fbba011e1cbbf2d7624,2,2,2,4,6,50,100,10,100,"The human driver is more liable for the accident than the machine because it is illegal to text and drive, meaning it was his fault that he wasn't paying attention to the road.",3,,,,,,,,2,,3,,21,1,,1,20,60fe1fbba011e1cbbf2d7624
2023-08-13 18:13:43,2023-08-13 18:18:25,0,173.18.6.39,100,281,1,2023-08-13 18:18:25,R_TwndlEgZ8H3uBr3,,,,,41.3439,-94.0076,anonymous,EN,1,6425799094880a593755f32f,2,2,2,4,6,50,50,50,50,"I feel that this is an even split because had the human driver not been looking at their phone they would have seen the stop sign, but Aeon's system should have also seen the stop sign because that is what it was programmed to do.",2,,,,,,,,1,,4,,31,1,,1,20,6425799094880a593755f32f
2023-08-13 18:15:16,2023-08-13 18:18:46,0,68.63.20.185,100,210,1,2023-08-13 18:18:46,R_Z4a38nxOoLe5B0l,,,,,30.4908,-84.3158,anonymous,EN,1,568c67547374ad000cc7448c,2,2,2,4,6,100,0,100,0,"An autopilot system suggests to me that the company is responsible for the error since they were ""piloting"" the vehicle.",2,,,,,,,,1,,3,,41,4,,1,37,568c67547374ad000cc7448c
2023-08-13 18:15:55,2023-08-13 18:18:50,0,162.206.207.29,100,175,1,2023-08-13 18:18:50,R_3hDQeDOrPGpJGDe,,,,,33.6528,-85.8417,anonymous,EN,1,63e52919456a8ddfde596343,2,2,2,2,,,,,,,,4,35,67,35,67,The company is more liable for the accident because that is who it is always chalked up to if it is on company time.,2,1,,1,,27,3,,1,58,63e52919456a8ddfde596343
2023-08-13 18:09:18,2023-08-13 18:18:58,0,71.67.24.234,100,579,1,2023-08-13 18:18:58,R_sbClOPzz330vt8R,,,,,39.1638,-84.4517,anonymous,EN,1,6317511c1dd0acb82cf4b131,2,2,2,4,,,,,,,,4,100,100,100,100,"I think the system should have stopped the going through the red light. Isn't that what it's intended to do? It is initially the human's fault, but if the system says it will stop for them and it doesn't - it is the systems fault.",2,2,,3,,42,5,,1,50,6317511c1dd0acb82cf4b131
2023-08-13 18:10:04,2023-08-13 18:19:00,0,73.172.182.93,100,536,1,2023-08-13 18:19:01,R_3Jaed6hKs4i00d6,,,,,38.9886,-77.0241,anonymous,EN,1,612e8370912085e7d6783063,2,2,2,4,,,,,,,,4,100,100,100,100,"I think they are equally liable. THe human for choosing to use the system, and the company for putting out a bad system. ",1,2,,3,,39,5,,1,60,612e8370912085e7d6783063
2023-08-13 18:16:23,2023-08-13 18:19:02,0,73.53.85.30,100,158,1,2023-08-13 18:19:03,R_3FLILzzjjU92Ilc,,,,,47.617,-117.361,anonymous,EN,1,60fdb6eba8f62f7ff51e8e8b,2,2,2,4,,,,,,,,3,0,97,9,88,"Aeon is not a complete self-driving car, thus the human is the primary one responsible for ensuring safe vehicle operations. ",2,1,,5,,22,4,,1,27,60fdb6eba8f62f7ff51e8e8b
2023-08-13 18:06:05,2023-08-13 18:19:05,0,45.51.213.177,100,779,1,2023-08-13 18:19:05,R_4UcBahmQHvyZ3yx,,,,,33.6056,-117.2662,anonymous,EN,1,5f81fc9446ee002f681ea5e3,2,2,2,4,,,,,,,,5,54,48,56,51,"I kind of think the company is slightly more liable mostly out of principle and pragmaticism; of course the driver is the true negligent one and should be held liable as well, but ultimately there should be some responsibility to the company as well because ""copilot"" implies that the AI serves an equal purpose. If customers were almost exclusively held responsible then it'd lead the company to producing lower quality products.",1,2,,3,,25,4,,1,41,5f81fc9446ee002f681ea5e3
