StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q110,att_1,att_2,comp_1,comp_2,comp_3,words_1,level_1,level_2,hard_1_1,info_text,level_3,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID,clicked
2023-07-28 08:31:19,2023-07-28 08:31:19,Survey Test,,100,0,True,2023-07-28 08:31:19,R_brSRnhnn5y1ENKe,,,,,,,test,,I agree,Sollicitudin ultricies fringilla. Lacus. Accusamus. Pretium potenti! Euismod dolor est.,Paul,Purple,The number of typical daily tasks controlled by humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE",Ultrices egestas? Sagittis. Tellus quam pretium nunc integer sagittis diam posuere a.,"Vehicula odio proin? Lorem? Ligula porttitor. Id iaculis! Faucibus a nulla egestas placerat, a pellentesque.",No,,,,Level 2,Female,,Hispanic or Latino,,Iaculis tellus! Ac vestibulum ab praesent pretium lacus duis vestibulum.,"Professional Degree (MD, JD, etc.)",,Yes,21,,0
2023-07-28 08:31:19,2023-07-28 08:31:19,Survey Test,,100,0,True,2023-07-28 08:31:20,R_0TfwKQmAUNYGvHg,,,,,,,test,,I disagree,Vulputate rhoncus curabitur fermentum proin vestibulum tempor malesuada scelerisque? Viverra! Ipsum! Elit? Iaculis.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:20,2023-07-28 08:31:20,Survey Test,,100,0,True,2023-07-28 08:31:20,R_eKYTWj33hwPJtOK,,,,,,,test,,I agree,Magna sem! Primis dignissim leo venenatis morbi commodo nulla platea? Faucibus interdum? Vivamus quis. Pretium.,John,Purple,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, MACHINE, MACHINE, HUMAN",Tempora ridiculus lacus. Ridiculus. Augue diam. Ante. Temporibus porta maecenas? Tincidunt consequat bibendum. Sem lectus.,"Ab? Platea nulla! Diam convallis id metus ipsum nulla, porttitor? Maecenas lacus nulla porttitor.",No,,,,Level 2,Female,,Mixed,,"Aliquam ipsum lectus vel primis accumsan. Interdum, est temporibus erat.",Masters Degree (MS),,Yes,62,,0
2023-07-28 08:31:20,2023-07-28 08:31:20,Survey Test,,100,0,True,2023-07-28 08:31:20,R_4IAAeyBQWM9b3XU,,,,,,,test,,I disagree,Aliquet vel. Iaculis sit blandit lacus primis! Pede consectetuer vehicula sed posuere.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:20,2023-07-28 08:31:20,Survey Test,,100,0,True,2023-07-28 08:31:20,R_9pC91aIAm8ag5HE,,,,,,,test,,I disagree,Aenean placerat. Blandit felis tortor quam interdum auctor accumsan volutpat? Sapien ante.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:21,2023-07-28 08:31:21,Survey Test,,100,0,True,2023-07-28 08:31:21,R_bey8aE66zkI82ai,,,,,,,test,,I disagree,Nec facilisis lectus leo sed enim porta. Ut? Mi rhoncus etiam dui.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:21,2023-07-28 08:31:21,Survey Test,,100,0,True,2023-07-28 08:31:21,R_bfNOkZHjBkqneom,,,,,,,test,,I disagree,"Accusamus sed, maecenas sollicitudin vulputate venenatis. Eleifend id. Dolor a, imperdiet morbi erat.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:21,2023-07-28 08:31:21,Survey Test,,100,0,True,2023-07-28 08:31:21,R_eM22cHreFtomy9w,,,,,,,test,,I agree,Imperdiet! Sagittis duis tincidunt blandit malesuada felis. Nulla quis! Tellus nullam vel ligula ab donec.,Both John and Paul,Purple,Six people’s preferences for humans vs. machines,"HUMAN, MACHINE, MACHINE, HUMAN",Rutrum pretium. Morbi risus! Imperdiet! Nec. Sagittis integer praesent quis! Metus orci.,"Nullam aliquam? Ac tincidunt sodales consectetuer, cursus facilisi? Vitae, imperdiet! Accumsan.",No,,,,Level 5,Other (please specify),"Suscipit lectus molestie suspendisse ab cursus volutpat. Per vel, amet.",Prefer Not to Say,,Proin consectetuer commodo euismod. Dolor vivamus? Donec molestie purus sodales quam risus! Convallis.,Masters Degree (MS),,Yes,83,,0
2023-07-28 08:31:21,2023-07-28 08:31:21,Survey Test,,100,0,True,2023-07-28 08:31:22,R_6Pz00qDsySyeqLc,,,,,,,test,,I agree,Posuere porta. Quam per odio curabitur aliquet mattis ridiculus ridiculus lacus.,Neither John nor Paul,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"MACHINE, MACHINE, MACHINE, MACHINE",Neque mi rutrum! Est. Et pharetra eget vivamus nullam donec.,Rutrum enim maecenas per nec euismod lorem et non. Sit pede.,No,,,,Level 4,Other (please specify),"Curabitur non accumsan quis, magnis. Euismod morbi mattis a molestie lacus. Sem per. Facilisi.",Hispanic or Latino,,"Gravida lacus eu rhoncus iaculis vivamus enim! Facilisis, morbi sagittis ante.",High School or Equivalent,,Yes,37,,0
2023-07-28 08:31:22,2023-07-28 08:31:22,Survey Test,,100,0,True,2023-07-28 08:31:22,R_aeGSxyp6j14dEWy,,,,,,,test,,I agree,Dolorem. Eu dictumst enim leo cras sem magna nulla auctor vitae! Suspendisse.,Paul,Green,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, MACHINE, MACHINE, HUMAN","Ridiculus justo, nibh arcu cursus suscipit posuere scelerisque? Dolorem ligula? Eros.",Volutpat vestibulum suscipit mauris fringilla est curabitur nulla aliquam pellentesque ultrices morbi enim sit.,Yes,Level 6,71,Elit temporibus tempora bibendum etiam vitae mauris vestibulum praesent viverra convallis aenean. Sodales justo. Dolor.,,Female,,Hispanic or Latino,,Convallis nec commodo erat metus maecenas suspendisse vel rutrum ullamcorper ut justo.,"Professional Degree (MD, JD, etc.)",,Yes,72,,0
2023-07-28 08:31:22,2023-07-28 08:31:22,Survey Test,,100,0,True,2023-07-28 08:31:22,R_b7r9zAgU7ikc27I,,,,,,,test,,I disagree,Diam neque vestibulum platea cras culpa. Tincidunt suspendisse donec dignissim est volutpat a turpis.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:22,2023-07-28 08:31:22,Survey Test,,100,0,True,2023-07-28 08:31:22,R_6hzp3zsMquNqfoW,,,,,,,test,,I disagree,"Dolor cursus aenean elementum? Pretium volutpat, molestie. Sed amet dapibus vulputate amet odio fringilla montes.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:23,2023-07-28 08:31:23,Survey Test,,100,0,True,2023-07-28 08:31:23,R_8kUyWaXcgkIVPx4,,,,,,,test,,I agree,Lectus dolor volutpat rutrum est arcu nonummy ac ab porta molestie. Porttitor laoreet diam.,Paul,Purple,Six people’s preferences for humans vs. machines,"MACHINE, MACHINE, MACHINE, MACHINE",Potenti dui suspendisse porta quis interdum laoreet ante gravida augue sit.,Accumsan. Sit praesent. Diam elit vestibulum quis amet. Nec aenean.,No,,,,Level 3,Other (please specify),"Nec ac pellentesque cras luctus lacus augue, imperdiet in! Odio. Enim urna etiam.",Prefer Not to Say,,Aliquam gravida eleifend dictumst lorem ultricies luctus suscipit justo nec. Tincidunt orci.,Vocational/Technical School (2 year),,Yes,47,,0
2023-07-28 08:31:23,2023-07-28 08:31:23,Survey Test,,100,0,True,2023-07-28 08:31:23,R_e2SEJDkAV415aD4,,,,,,,test,,I agree,Lorem. Cras ultrices tincidunt culpa vivamus consequat suscipit morbi vivamus.,Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:23,2023-07-28 08:31:23,Survey Test,,100,0,True,2023-07-28 08:31:23,R_6RkSLVWYSe09RNs,,,,,,,test,,I disagree,Consectetuer posuere purus. Dolor eros erat justo eros nunc lacus. Temporibus quam tempor! Felis.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:23,2023-07-28 08:31:23,Survey Test,,100,0,True,2023-07-28 08:31:23,R_4ILVoKS42ynXXDg,,,,,,,test,,I agree,Nullam nulla proin nec. Posuere fermentum wisi etiam primis justo ab laoreet.,Both John and Paul,Purple,The number of typical daily tasks controlled by humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE","Dolorem consequat! Viverra! Quis? Quis neque, malesuada! Vivamus pede? Nonummy natoque.",Ultrices! Interdum elementum arcu fermentum mi temporibus donec auctor? Blandit sem blandit.,Yes,Level 6,94,Augue sem molestie? Quam consectetuer. Lectus porttitor elementum vivamus maecenas nullam felis.,,Male,,Other (please specify),Faucibus arcu porttitor potenti eu? Consectetuer. Tellus! Leo ante velit.,"Facilisi! Elit ipsum wisi duis eu, consequat. Primis. Accumsan, potenti eleifend. Venenatis.",Doctoral Degree (PhD),,No,42,,0
2023-07-28 08:31:24,2023-07-28 08:31:24,Survey Test,,100,0,True,2023-07-28 08:31:24,R_6LkMwg45s8powei,,,,,,,test,,I disagree,"Egestas amet porta ultrices temporibus primis, orci platea. Purus potenti.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:24,2023-07-28 08:31:24,Survey Test,,100,0,True,2023-07-28 08:31:24,R_cA6I8rK2QC6FMG2,,,,,,,test,,I disagree,Consequat porta. Commodo atque vulputate faucibus id elit. Pretium eleifend iaculis arcu consequat.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:24,2023-07-28 08:31:24,Survey Test,,100,0,True,2023-07-28 08:31:24,R_e38xEzb1RQ6wKsC,,,,,,,test,,I disagree,"Suscipit! Curabitur, et dolor ultrices! Commodo tempus risus. Primis pharetra risus auctor felis justo eget.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:24,2023-07-28 08:31:24,Survey Test,,100,0,True,2023-07-28 08:31:25,R_8ogpSlHKjOnX3pk,,,,,,,test,,I agree,Ultrices euismod posuere et egestas elementum elit felis rhoncus porttitor erat tortor.,John,Purple,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",Vivamus. Eu praesent cursus arcu in. Lacus ullamcorper porttitor turpis. Vehicula mi sagittis.,Ac purus mattis dignissim integer pellentesque vulputate molestie posuere eleifend amet. Tempus enim.,No,,,,Level 3,Prefer not to disclose,,Prefer Not to Say,,"Ullamcorper, praesent wisi rutrum praesent tempus orci ut felis nec neque tempora placerat vehicula.",College Graduate (4 year),,Yes,76,,0
2023-07-28 08:31:25,2023-07-28 08:31:25,Survey Test,,100,0,True,2023-07-28 08:31:25,R_a2BujN19kGw8wfA,,,,,,,test,,I agree,Ultricies tempora in integer dolorem lectus! Sodales nunc facilisi? Dui.,John,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:25,2023-07-28 08:31:25,Survey Test,,100,0,True,2023-07-28 08:31:25,R_88undFuafGzYVYa,,,,,,,test,,I disagree,Consectetuer placerat aliquam eros rutrum leo vel amet dapibus? Eget mi est.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:25,2023-07-28 08:31:25,Survey Test,,100,0,True,2023-07-28 08:31:25,R_7WgWYjo3BBAZwKG,,,,,,,test,,I agree,Nonummy rutrum egestas nullam vitae natoque risus placerat rutrum commodo augue viverra? Blandit.,Paul,Purple,The number of typical daily tasks controlled by humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE",Ab tempus dignissim ab purus erat facilisi facilisis nibh euismod ligula faucibus.,"Ullamcorper. Est, mi velit sit! Malesuada elit justo ridiculus nec dapibus.",Yes,Level 4,90,Aenean aliquam pede viverra. Imperdiet! Viverra faucibus tempus! Purus ut.,,Other (please specify),Interdum. Suspendisse morbi! Convallis fermentum nulla! Ridiculus mauris tempus enim.,Black or African American,,Volutpat sollicitudin amet. Enim placerat ac morbi dignissim amet et. Enim suscipit faucibus diam. Primis.,Other (please specify),Suscipit nulla. Ultricies vivamus non temporibus porttitor egestas vivamus massa rhoncus.,No,73,,0
2023-07-28 08:31:25,2023-07-28 08:31:25,Survey Test,,100,0,True,2023-07-28 08:31:26,R_d3ZoDK2LTKGQOoK,,,,,,,test,,I agree,Convallis porttitor sollicitudin eros. Duis nullam placerat est enim nonummy est.,Paul,Purple,Six people’s preferences for humans vs. machines,"HUMAN, MACHINE, MACHINE, HUMAN",Consequat consectetuer? Rutrum praesent nunc laoreet venenatis vulputate sit euismod proin? Atque.,Vulputate? Tempora cursus arcu fusce tellus sagittis? Morbi. Curabitur primis nunc nonummy. Metus.,Yes,Level 3,96,Felis sit? Accumsan. Duis ac eu placerat nullam! Ante integer. Purus. Blandit.,,Female,,Mixed,,Facilisi elementum sapien dui blandit! Montes luctus nibh placerat praesent vestibulum platea cursus eget egestas.,Doctoral Degree (PhD),,No,35,,0
2023-07-28 08:31:26,2023-07-28 08:31:26,Survey Test,,100,0,True,2023-07-28 08:31:26,R_efU8bNGlmAkUD2K,,,,,,,test,,I disagree,"Purus! Tempor. Lacus! Dignissim gravida ab atque fringilla euismod, pellentesque.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:26,2023-07-28 08:31:26,Survey Test,,100,0,True,2023-07-28 08:31:26,R_cYXEqv7qT7KPt6S,,,,,,,test,,I agree,"Justo faucibus vivamus. Magna, nec faucibus ante magnis morbi sit! Ligula elit.",Paul,Green,Six people’s preferences for humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE",Vivamus vulputate? Porta proin curabitur. Tempus tempora. Lectus purus bibendum venenatis! Sed dolorem.,Lectus vivamus proin vitae augue convallis interdum nulla velit dui justo.,Yes,Level 3,43,"Volutpat sed! Ridiculus atque lorem primis etiam sodales elit. Vulputate, ultricies molestie tempus.",,Male,,Asian,,"Mauris fermentum pharetra. Tempus, auctor amet malesuada, a egestas purus mauris.",Some College,,Yes,36,,0
2023-07-28 08:31:26,2023-07-28 08:31:26,Survey Test,,100,0,True,2023-07-28 08:31:26,R_dopwMyDopRxaqeq,,,,,,,test,,I disagree,"Fusce imperdiet? Vehicula? Tempora ridiculus magnis aliquam eu, orci facilisis.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:26,2023-07-28 08:31:26,Survey Test,,100,0,True,2023-07-28 08:31:27,R_9HnFHCxKz3xL15k,,,,,,,test,,I agree,Nunc wisi urna id nulla primis velit rhoncus porttitor ultricies commodo euismod suscipit.,Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:27,2023-07-28 08:31:27,Survey Test,,100,0,True,2023-07-28 08:31:27,R_5u9U0AwbnEFWDzM,,,,,,,test,,I agree,Dapibus vestibulum eleifend mauris phasellus imperdiet rhoncus. Aenean eget volutpat gravida diam donec felis nibh.,Paul,Green,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"MACHINE, MACHINE, MACHINE, MACHINE",Sed! Consequat. Tempus? Cras metus aliquam. Nec ut auctor pellentesque! Ante duis accumsan.,Luctus atque consequat accusamus id primis proin tempora tempus leo volutpat.,No,,,,Level 4,Other (please specify),"Viverra, consequat nullam enim sollicitudin odio lectus integer mauris tellus.",Hispanic or Latino,,Facilisis sagittis! Per malesuada egestas et at eu sapien eget commodo.,Other (please specify),Vestibulum ante vehicula eu ut pellentesque. Potenti convallis turpis. Dapibus volutpat? Est scelerisque egestas.,No,38,,0
2023-07-28 08:31:27,2023-07-28 08:31:27,Survey Test,,100,0,True,2023-07-28 08:31:27,R_cG4vnqCfbqpG7sy,,,,,,,test,,I disagree,Magna montes nullam odio volutpat eros dapibus vehicula massa ipsum leo felis tempora.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:27,2023-07-28 08:31:27,Survey Test,,100,0,True,2023-07-28 08:31:27,R_8ptfCQRHQyBNnZs,,,,,,,test,,I agree,"Eros. Scelerisque lorem turpis urna mauris orci, odio dictumst maecenas erat.",John,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:28,2023-07-28 08:31:28,Survey Test,,100,0,True,2023-07-28 08:31:28,R_eqviQYOZyKlfeVE,,,,,,,test,,I disagree,Laoreet aliquet praesent proin rhoncus blandit! Dignissim tempora id sapien lorem urna morbi.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:28,2023-07-28 08:31:28,Survey Test,,100,0,True,2023-07-28 08:31:28,R_e51Wmydw2ZEWXEq,,,,,,,test,,I agree,"Suspendisse, non et mattis. Sapien suspendisse a mauris odio est odio maecenas.",Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:28,2023-07-28 08:31:28,Survey Test,,100,0,True,2023-07-28 08:31:28,R_50ZMXJd426BDusK,,,,,,,test,,I agree,Imperdiet laoreet? Facilisi venenatis neque convallis dignissim nibh urna dolor ut montes.,John,Purple,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",Proin egestas tellus duis? Lectus praesent ullamcorper! Suspendisse a non aliquam fusce. Lorem consequat.,"Ante lacus ab molestie interdum laoreet sodales purus, quam tempus dapibus.",No,,,,Level 2,Male,,Hispanic or Latino,,"Leo, volutpat fringilla lorem. A pretium tempus augue interdum cursus est accusamus atque.",Masters Degree (MS),,No,18,,0
2023-07-28 08:31:28,2023-07-28 08:31:28,Survey Test,,100,0,True,2023-07-28 08:31:28,R_cTv4ZS4SWevgcAK,,,,,,,test,,I disagree,Risus eu eleifend id facilisis? Orci dapibus primis. Dolor aenean. Lectus. Pretium vulputate tincidunt.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:29,2023-07-28 08:31:29,Survey Test,,100,0,True,2023-07-28 08:31:29,R_bfkb0gQARUZXibs,,,,,,,test,,I disagree,"Fusce quis donec tortor dictumst a, orci nunc mi pretium culpa ante vivamus.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:29,2023-07-28 08:31:29,Survey Test,,100,0,True,2023-07-28 08:31:29,R_0oZdMQprH92ocvk,,,,,,,test,,I agree,Convallis elit sodales laoreet massa. Eget. Vehicula? Augue eleifend. Arcu.,Both John and Paul,Purple,Six people’s preferences for humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",Ultrices ut gravida tempus nonummy euismod ut urna atque id.,Felis vel iaculis gravida accusamus? Massa donec mattis tellus sed.,No,,,,Level 6,Male,,Prefer Not to Say,,Augue tellus proin. Mattis blandit mauris. Morbi! Accumsan. Vestibulum primis blandit. Nibh.,College Graduate (4 year),,No,36,,0
2023-07-28 08:31:29,2023-07-28 08:31:29,Survey Test,,100,0,True,2023-07-28 08:31:29,R_6msFvM7AAUmuAGq,,,,,,,test,,I disagree,Quis. Felis wisi velit integer per proin! Donec vulputate convallis.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:30,2023-07-28 08:31:30,Survey Test,,100,0,True,2023-07-28 08:31:30,R_2uj81QCCAtMplKS,,,,,,,test,,I agree,Vehicula facilisi. Enim accumsan scelerisque quam faucibus nonummy vulputate. Placerat velit venenatis ipsum accumsan.,John,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:30,2023-07-28 08:31:30,Survey Test,,100,0,True,2023-07-28 08:31:30,R_3fy09Vo9UdV2K90,,,,,,,test,,I agree,Per odio iaculis. Rutrum imperdiet? Vitae cursus placerat magnis molestie. Consequat in mi auctor.,Paul,Green,The number of typical daily tasks controlled by humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE","Cras in. Elit wisi volutpat nibh, nibh vivamus elementum bibendum facilisis mattis.",Culpa lorem molestie convallis mauris eleifend blandit! Laoreet tempor ante. Convallis! Iaculis. Dictumst.,No,,,,Level 4,Prefer not to disclose,,Asian,,"A maecenas justo integer! Morbi mi lectus, ab enim justo platea.",Some College,,No,7,,0
2023-07-28 08:31:30,2023-07-28 08:31:30,Survey Test,,100,0,True,2023-07-28 08:31:30,R_d76szGrNnAyjb3o,,,,,,,test,,I agree,Pellentesque ante. Vivamus erat quis montes blandit eget nunc magna.,John,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",Justo duis. Rhoncus dolorem imperdiet. Facilisi. Viverra eu molestie amet.,Duis egestas elit mattis. Potenti mauris interdum. Commodo ultricies vehicula montes.,No,,,,Level 4,Other (please specify),Eget amet malesuada sem proin ipsum? Tortor mi per non purus.,Mixed,,"Accusamus mattis, ligula. Phasellus. Dolor auctor, at porta. Erat egestas.",Masters Degree (MS),,No,64,,0
2023-07-28 08:31:30,2023-07-28 08:31:30,Survey Test,,100,0,True,2023-07-28 08:31:30,R_dbQsYpHCBNoGVBs,,,,,,,test,,I disagree,Dolor duis massa per vivamus lorem montes ab etiam lacus diam sed posuere fusce.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:31,2023-07-28 08:31:31,Survey Test,,100,0,True,2023-07-28 08:31:31,R_a959k75mZL2NM2i,,,,,,,test,,I agree,"Proin elementum! Proin in a massa tempor sed curabitur, porttitor ligula vivamus mi sem.",Both John and Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:31,2023-07-28 08:31:31,Survey Test,,100,0,True,2023-07-28 08:31:31,R_enB3cy05aJ7Agqa,,,,,,,test,,I agree,Rutrum montes duis fusce leo mi vitae enim nibh porttitor placerat consequat. Temporibus turpis.,Paul,Purple,Six people’s preferences for humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",Sed suscipit sodales? Tellus posuere ullamcorper faucibus ligula id a ridiculus a suscipit natoque.,Ab risus arcu montes eget! Non sodales duis posuere. Luctus euismod viverra enim dui sodales.,No,,,,Level 1,Prefer not to disclose,,Mixed,,Eros cursus dolorem dolor metus interdum eu dignissim commodo quis ridiculus magnis risus.,Some College,,Yes,97,,0
2023-07-28 08:31:31,2023-07-28 08:31:31,Survey Test,,100,0,True,2023-07-28 08:31:31,R_0NZcdtOdiwfxJvE,,,,,,,test,,I agree,Rhoncus id lorem ac viverra ligula arcu cursus aliquet massa fermentum integer viverra atque.,John,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"MACHINE, MACHINE, MACHINE, MACHINE",Aliquam nulla morbi auctor imperdiet gravida sit vivamus! Iaculis scelerisque mattis sed integer tortor.,Fusce fermentum auctor potenti eget scelerisque facilisi sollicitudin pellentesque vulputate lorem aliquet ante.,Yes,Level 2,77,"Nonummy aliquam faucibus at ab vulputate natoque imperdiet, culpa cras, odio, duis? Aliquet, nunc magna.",,Other (please specify),Quam ut scelerisque accumsan lectus sit nibh temporibus sapien sollicitudin tempora.,Other (please specify),"Pede, porta. Consectetuer consectetuer ac sagittis vestibulum atque scelerisque wisi porttitor! Eros lectus elementum.","Proin cras velit dolorem? Orci sapien ligula fusce convallis nunc, lacus. Pharetra accusamus.",Masters Degree (MS),,Yes,9,,0
2023-07-28 08:31:31,2023-07-28 08:31:31,Survey Test,,100,0,True,2023-07-28 08:31:32,R_8w9xjKvuwtOLFn8,,,,,,,test,,I disagree,Commodo aliquam? Iaculis lorem eget urna pretium ac placerat faucibus! Felis praesent elementum? Dictumst convallis.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:32,2023-07-28 08:31:32,Survey Test,,100,0,True,2023-07-28 08:31:32,R_bqIkvweLFIixaMC,,,,,,,test,,I disagree,Eget sollicitudin ipsum nullam volutpat purus diam elementum fusce orci sollicitudin et mauris.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:32,2023-07-28 08:31:32,Survey Test,,100,0,True,2023-07-28 08:31:32,R_5yZMgq9UCm9I1GC,,,,,,,test,,I agree,Natoque temporibus viverra! Atque bibendum pretium! Imperdiet urna vel fermentum elementum leo morbi tempus.,John,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE","Volutpat ab! Sollicitudin risus. Suscipit, nibh. Ligula? Nec purus auctor in arcu est.",Tortor dui malesuada montes leo. Ligula dictumst quis molestie duis. Arcu eros dolor consequat.,Yes,Level 1,77,"Etiam, dignissim ipsum maecenas porta ab dolor pellentesque magnis accumsan sagittis.",,Female,,Hispanic or Latino,,Quis potenti id per fringilla vulputate duis pellentesque. Faucibus etiam et leo imperdiet.,High School or Equivalent,,Yes,99,,0
2023-07-28 08:31:32,2023-07-28 08:31:32,Survey Test,,100,0,True,2023-07-28 08:31:32,R_dh6Myq6NQNfGRXE,,,,,,,test,,I disagree,"Ridiculus amet id at laoreet? Nullam! Porta nec. Massa ante cras. Nullam, sit a lectus.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:32,2023-07-28 08:31:32,Survey Test,,100,0,True,2023-07-28 08:31:33,R_0x24OdC1v7yibBQ,,,,,,,test,,I disagree,Tellus rhoncus dolorem ut suscipit justo. Ultrices id sapien ac.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:33,2023-07-28 08:31:33,Survey Test,,100,0,True,2023-07-28 08:31:33,R_eMb4oL9qWOq4lls,,,,,,,test,,I disagree,"Egestas felis diam. Vivamus vel. Potenti, atque et eget lacus ab, id elementum curabitur curabitur.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:33,2023-07-28 08:31:33,Survey Test,,100,0,True,2023-07-28 08:31:33,R_6DLcB27uZ1BOhcW,,,,,,,test,,I agree,Temporibus imperdiet? Viverra est. Sapien ut vehicula morbi et! Aenean bibendum elementum placerat commodo.,Both John and Paul,Purple,The number of typical daily tasks controlled by humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE",Cras neque fermentum id eget rutrum. Vel pretium posuere ipsum.,Vitae scelerisque velit ultricies ullamcorper vel. Dolor ac. Justo tincidunt proin magnis? A.,No,,,,Level 3,Prefer not to disclose,,Other (please specify),Wisi vestibulum nibh! Gravida! Aliquet! Risus aenean. Enim velit ultrices.,"Est vel. Consectetuer. Est tempora, commodo, sollicitudin sapien nullam aliquam auctor.",Doctoral Degree (PhD),,No,47,,0
2023-07-28 08:31:33,2023-07-28 08:31:33,Survey Test,,100,0,True,2023-07-28 08:31:33,R_4Yhqr6WjqriMeIC,,,,,,,test,,I disagree,"Rutrum massa! Placerat suscipit magnis, culpa eu facilisi! Integer magnis.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:33,2023-07-28 08:31:33,Survey Test,,100,0,True,2023-07-28 08:31:34,R_5pOCHVkPFSTreXI,,,,,,,test,,I disagree,Posuere ultrices a massa. Cras! Tincidunt accusamus elit. Quam dolor.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:34,2023-07-28 08:31:34,Survey Test,,100,0,True,2023-07-28 08:31:34,R_79TkwLmufEQaK3A,,,,,,,test,,I disagree,Pharetra vivamus pretium et vulputate? Justo dolorem magnis etiam malesuada ac leo dolor purus est.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:34,2023-07-28 08:31:34,Survey Test,,100,0,True,2023-07-28 08:31:34,R_cCld3Zn0zr5rid0,,,,,,,test,,I agree,Laoreet cras tellus potenti! Aliquet blandit sagittis molestie eu nibh bibendum tempor risus turpis magna.,Paul,Green,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"MACHINE, MACHINE, MACHINE, MACHINE",Sollicitudin massa montes interdum mi aliquam lectus odio sollicitudin malesuada.,"Dapibus leo, consectetuer? Montes tempor consequat. Ipsum tortor et vestibulum.",Yes,Level 6,42,Non faucibus phasellus orci at. Malesuada id bibendum vivamus porta blandit praesent pellentesque nullam pretium.,,Female,,Other (please specify),"Praesent, suscipit accusamus aliquam pretium volutpat gravida mauris vel placerat felis malesuada mauris.",Cursus suspendisse pede lorem? Ab amet velit nulla quis consequat.,"Professional Degree (MD, JD, etc.)",,Yes,46,,0
